"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-25"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"3764","서울특별시 영등포구 여의도동","집합","45-15","","일반상업","업무","25m미만","48.59"," ","43,000","","법인","개인","202602","11","","","-","중개거래","서울 영등포구"
"3765","서울특별시 송파구 잠실동","집합","35-3","석촌호수로","제2종일반주거","제2종근린생활","25m이상","59.13"," ","62,500","1","개인","개인","202602","10","","2007","-","중개거래","서울 송파구"
"3766","서울특별시 양천구 신월동","집합","512-1","월정로","제3종일반주거","제2종근린생활","25m미만","76.80"," ","25,000","","개인","개인","202602","10","지분","2017","-","직거래","-"
"3767","서울특별시 마포구 합정동","집합","382-20","양화로","일반상업","제2종근린생활","25m이상","22.07"," ","20,000","2","법인","개인","202602","10","","2021","-","직거래","-"
"3768","서울특별시 강서구 화곡동","집합","351-20","강서로17나길","제2종일반주거","제2종근린생활","8m미만","49.92"," ","20,500","2","개인","법인","202602","10","","2018","-","중개거래","서울 강서구"
"3769","서울특별시 마포구 도화동","집합","541","마포대로","일반상업","업무","25m이상","81.28"," ","29,700","","법인","개인","202602","10","","1984","-","직거래","-"
"3770","서울특별시 마포구 도화동","집합","541","마포대로","일반상업","업무","25m이상","81.28"," ","29,700","","법인","개인","202602","10","","1984","-","직거래","-"
"3771","서울특별시 송파구 잠실동","집합","35-3","석촌호수로","제2종일반주거","제2종근린생활","25m이상","78.69"," ","78,700","","개인","개인","202602","10","","2007","-","중개거래","서울 송파구"
"3772","서울특별시 송파구 잠실동","집합","35-3","석촌호수로","제2종일반주거","교육연구","25m이상","39.33"," ","37,000","","개인","개인","202602","10","","2007","-","중개거래","서울 송파구"
"3773","서울특별시 송파구 잠실동","집합","35-3","석촌호수로","제2종일반주거","교육연구","25m이상","100.80"," ","105,500","3","개인","개인","202602","10","","2007","-","중개거래","서울 송파구"
"3774","서울특별시 송파구 잠실동","집합","35-3","석촌호수로","제2종일반주거","교육연구","25m이상","46.50"," ","49,500","3","개인","개인","202602","10","","2007","-","중개거래","서울 송파구"
"3775","서울특별시 송파구 잠실동","집합","35-3","석촌호수로","제2종일반주거","교육연구","25m이상","83.97"," ","88,500","3","개인","개인","202602","10","","2007","-","중개거래","서울 송파구"
"3776","서울특별시 송파구 잠실동","집합","35-3","석촌호수로","제2종일반주거","교육연구","25m이상","83.70"," ","88,400","2","개인","개인","202602","10","","2007","-","중개거래","서울 송파구"
"3777","서울특별시 송파구 잠실동","집합","35-3","석촌호수로","제2종일반주거","교육연구","25m이상","46.50"," ","49,500","2","개인","개인","202602","10","","2007","-","중개거래","서울 송파구"
"3778","서울특별시 서대문구 미근동","일반","3*","통일로","일반상업","제2종근린생활","25m미만","494.71","148.10","500,000","","법인","개인","202602","10","","1972","-","중개거래","서울 서대문구"
"3779","서울특별시 송파구 잠실동","집합","35-3","석촌호수로","제2종일반주거","교육연구","25m이상","83.97"," ","88,500","2","개인","개인","202602","10","","2007","-","중개거래","서울 송파구"
"3780","서울특별시 송파구 잠실동","집합","35-3","석촌호수로","제2종일반주거","제2종근린생활","25m이상","32.13"," ","34,000","1","개인","개인","202602","10","","2007","-","중개거래","서울 송파구"
"3781","서울특별시 송파구 잠실동","집합","35-3","석촌호수로","제2종일반주거","제2종근린생활","25m이상","83.70"," ","88,400","1","개인","개인","202602","10","","2007","-","중개거래","서울 송파구"
"3782","서울특별시 송파구 잠실동","집합","35-3","석촌호수로","제2종일반주거","제2종근린생활","25m이상","46.50"," ","49,500","1","개인","개인","202602","10","","2007","-","중개거래","서울 송파구"
"3783","서울특별시 구로구 구로동","집합","1258","경인로53길","준공업","판매","25m이상","20.88"," ","25,000","","개인","개인","202602","10","","1996","-","중개거래","서울 구로구"
"3784","서울특별시 은평구 대조동","일반","1*","통일로","일반상업","기타","25m이상","212.13","34.11","105,328","","개인","개인","202602","10","지분","","-","직거래","-"
"3785","서울특별시 은평구 갈현동","일반","4**","갈현로","제2종일반주거","제1종근린생활","25m미만","1826.48","912.10","800,400","","개인","개인","202602","10","","1986","-","중개거래","서울 강북구, 서울 은평구, 서울 중랑구"
"3786","서울특별시 은평구 녹번동","일반","1**","진흥로","제3종일반주거","기타","8m미만","489.54","208.00","185,000","","개인","개인","202602","10","","2012","20260306","직거래","-"
"3787","서울특별시 송파구 방이동","집합","51-11","백제고분로","일반상업","업무","25m이상","292.42"," ","215,000","4","법인","개인","202602","10","","1995","-","중개거래","서울 송파구"
"3788","서울특별시 송파구 방이동","집합","212-8","오금로31길","제3종일반주거","제2종근린생활","25m미만","10.32"," ","30,000","1","개인","법인","202602","10","","1991","20260330","중개거래","서울 강남구"
"3789","서울특별시 노원구 상계동","집합","602-3","상계로","제3종일반주거","제1종근린생활","25m이상","33.25"," ","95,000","1","개인","개인","202602","10","","1987","-","중개거래","서울 노원구"
"3790","서울특별시 노원구 상계동","집합","292-1","노해로","준주거","제1종근린생활","25m이상","3.90"," ","2,000","40","법인","개인","202602","10","","2005","-","중개거래","서울 노원구"
"3791","서울특별시 노원구 상계동","집합","292-1","노해로","준주거","제1종근린생활","25m이상","3.90"," ","2,000","40","법인","개인","202602","10","","2005","-","중개거래","서울 노원구"
"3792","서울특별시 강남구 개포동","집합","186-1","삼성로","일반상업","제2종근린생활","25m이상","11.51"," ","9,100","","개인","개인","202602","10","지분","1984","-","중개거래","서울 강남구"
"3793","서울특별시 강남구 개포동","집합","186-1","삼성로","일반상업","제1종근린생활","25m이상","15.47"," ","12,240","","개인","개인","202602","10","지분","1984","-","중개거래","서울 강남구"
"3794","서울특별시 강북구 우이동","집합","346","삼양로","자연녹지","숙박","12m미만","14.02"," ","19,500","3","개인","개인","202602","10","지분","2021","-","직거래","-"
"3795","서울특별시 용산구 남영동","집합","108-10","한강대로72길","제2종일반주거","제2종근린생활","8m미만","11.88"," ","72,000","4","개인","개인","202602","10","","2008","-","중개거래","서울 용산구"
"3796","서울특별시 용산구 원효로2가","집합","80-15","새창로35길","제3종일반주거","제1종근린생활","8m미만","12.00"," ","34,000","1","개인","법인","202602","10","","1988","20260415","직거래","-"
"3797","서울특별시 용산구 원효로2가","집합","80-15","새창로35길","제3종일반주거","제2종근린생활","8m미만","10.40"," ","27,000","2","개인","법인","202602","10","","1988","20260415","직거래","-"
"3798","서울특별시 영등포구 영등포동3가","집합","9-13","영중로","일반상업","판매","25m이상","4.96"," ","6,500","10","법인","개인","202602","10","","2005","-","직거래","-"
"3799","서울특별시 용산구 원효로2가","집합","80-15","새창로35길","제3종일반주거","제1종근린생활","8m미만","12.00"," ","37,000","1","개인","법인","202602","10","","1988","-","직거래","-"
"3800","서울특별시 동대문구 휘경동","집합","366","한천로","제3종일반주거","제2종근린생활","25m이상","39.03"," ","7,100","","개인","개인","202602","10","","2007","-","직거래","-"
"3801","서울특별시 동대문구 휘경동","집합","366","한천로","제3종일반주거","제1종근린생활","25m이상","34.01"," ","6,600","","개인","개인","202602","10","","2007","-","직거래","-"
"3802","서울특별시 동대문구 휘경동","집합","366","한천로","제3종일반주거","제1종근린생활","25m이상","28.60"," ","6,300","","개인","개인","202602","10","","2007","-","직거래","-"
"3803","서울특별시 서초구 양재동","일반","2*","강남대로","제3종일반주거","제2종근린생활","8m미만","595.09","359.40","902,000","","법인","개인","202602","10","","1994","-","중개거래","서울 서초구"
"3804","서울특별시 동대문구 전농동","일반","1**","서울시립대로","제2종일반주거","제2종근린생활","25m미만","947.29","301.00","319,000","","개인","개인","202602","10","","2018","-","중개거래","경기 남양주시"
"3805","서울특별시 서초구 서초동","집합","1445-3","효령로","일반상업","판매","25m이상","12.12"," ","8,000","","개인","개인","202602","10","","1997","-","중개거래","서울 서초구"
"3806","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","6.60"," ","6,000","","법인","개인","202602","10","","1976","-","직거래","-"
"3807","서울특별시 동대문구 제기동","집합","892-71","왕산로","일반상업","판매","25m이상","6.60"," ","6,000","","법인","개인","202602","10","","1976","-","직거래","-"
"3808","서울특별시 서초구 서초동","집합","1445-3","효령로","일반상업","판매","25m이상","12.09"," ","8,000","","개인","개인","202602","10","","1997","-","중개거래","서울 서초구"
"3809","서울특별시 서초구 서초동","집합","1445-3","효령로","일반상업","판매","25m이상","12.10"," ","9,000","","개인","개인","202602","10","","1997","-","직거래","-"
"3810","서울특별시 서초구 서초동","집합","1308-25","서초대로73길","일반상업","업무","12m미만","47.63"," ","26,000","13","개인","개인","202602","10","","2000","-","중개거래","서울 서초구"
"3811","서울특별시 영등포구 문래동4가","일반","*","도림로141가길","준공업","제1종근린생활","12m미만","47.08","56.20","130,000","","개인","개인","202602","10","","","-","중개거래","서울 영등포구"
"3812","서울특별시 영등포구 신길동","집합","124-10","도신로62길","제2종일반주거","제2종근린생활","25m미만","53.79"," ","34,000","2","개인","개인","202602","10","","2017","-","중개거래","서울 영등포구"
"3813","서울특별시 강남구 논현동","일반","*","도산대로","제3종일반주거","기타","25m이상","2581.57","729.30","5,300,000","","법인","개인","202602","10","","1983","-","중개거래","서울 강남구"
